Season,home_team,away_team,home_goals,away_goals,result
2007-08,Wigan,Birmingham,2,0,H
2007-08,Everton,Derby,1,0,H
2007-08,Middlesbrough,Man United,2,2,D
2007-08,West Ham,Portsmouth,0,1,A
2007-08,Birmingham,Everton,1,1,D
2007-08,Bolton,West Ham,1,0,H
2007-08,Derby,Aston Villa,0,6,A
2007-08,Portsmouth,Newcastle,0,0,D
2007-08,Reading,Fulham,0,2,A
2007-08,Sunderland,Man City,1,2,A
2007-08,Tottenham,Middlesbrough,1,1,D
2007-08,Liverpool,Blackburn,3,1,H
2007-08,Man United,Arsenal,2,1,H
2007-08,Chelsea,Wigan,1,1,D
2007-08,Everton,Chelsea,0,1,A
2007-08,Arsenal,Reading,2,0,H
2007-08,Blackburn,Man United,1,1,D
2007-08,Fulham,Liverpool,0,2,A
2007-08,Middlesbrough,Bolton,0,1,A
2007-08,West Ham,Derby,2,1,H
2007-08,Wigan,Tottenham,1,1,D
2007-08,Aston Villa,Birmingham,5,1,H
2007-08,Man City,Portsmouth,3,1,H
2007-08,Newcastle,Sunderland,2,0,H
2007-08,Birmingham,Liverpool,2,2,D
2007-08,Chelsea,Man United,2,1,H
2007-08,Man City,Fulham,2,3,A
2007-08,Sunderland,Middlesbrough,3,2,H
2007-08,Tottenham,Bolton,1,1,D
2007-08,West Ham,Newcastle,2,2,D
2007-08,Wigan,Reading,0,0,D
2007-08,Everton,Aston Villa,2,2,D
2007-08,Portsmouth,Blackburn,0,1,A
2007-08,Derby,Arsenal,2,6,A
2007-08,Aston Villa,Wigan,0,2,A
2007-08,Blackburn,Derby,3,1,H
2007-08,Bolton,Sunderland,2,0,H
2007-08,Fulham,Birmingham,2,0,H
2007-08,Man United,West Ham,4,1,H
2007-08,Middlesbrough,Portsmouth,2,0,H
2007-08,Reading,Tottenham,0,1,A
2007-08,Arsenal,Everton,1,0,H
2007-08,Liverpool,Man City,1,0,H
2007-08,Newcastle,Chelsea,0,2,A
2007-08,Birmingham,Blackburn,4,1,H
2007-08,Chelsea,Bolton,1,1,D
2007-08,Derby,Reading,0,4,A
2007-08,Everton,Newcastle,3,1,H
2007-08,Middlesbrough,Man City,8,1,H
2007-08,Portsmouth,Fulham,0,1,A
2007-08,Sunderland,Arsenal,0,1,A
2007-08,Tottenham,Liverpool,0,2,A
2007-08,West Ham,Aston Villa,2,2,D
2007-08,Wigan,Man United,0,2,A
2008-09,Arsenal,West Brom,1,0,H
2008-09,Bolton,Stoke,3,1,H
2008-09,Everton,Blackburn,2,3,A
2008-09,Hull,Fulham,2,1,H
2008-09,Middlesbrough,Tottenham,2,1,H
2008-09,Sunderland,Liverpool,0,1,A
2008-09,West Ham,Wigan,2,1,H
2008-09,Aston Villa,Man City,4,2,H
2008-09,Chelsea,Portsmouth,4,0,H
2008-09,Man United,Newcastle,1,1,D
2008-09,Blackburn,Hull,1,1,D
2008-09,Fulham,Arsenal,1,0,H
2008-09,Liverpool,Middlesbrough,2,1,H
2008-09,Newcastle,Bolton,1,0,H
2008-09,Stoke,Aston Villa,3,2,H
2008-09,Tottenham,Sunderland,1,2,A
2008-09,West Brom,Everton,1,2,A
2008-09,Man City,West Ham,3,0,H
2008-09,Wigan,Chelsea,0,1,A
2008-09,Portsmouth,Man United,0,1,A
2008-09,Arsenal,Newcastle,3,0,H
2008-09,Bolton,West Brom,0,0,D
2008-09,Everton,Portsmouth,0,3,A
2008-09,Hull,Wigan,0,5,A
2008-09,Middlesbrough,Stoke,2,1,H
2008-09,West Ham,Blackburn,4,1,H
2008-09,Aston Villa,Liverpool,0,0,D
2008-09,Chelsea,Tottenham,1,1,D
2008-09,Sunderland,Man City,0,3,A
2008-09,Blackburn,Arsenal,0,4,A
2008-09,Fulham,Bolton,2,1,H
2008-09,Liverpool,Man United,2,1,H
2008-09,Man City,Chelsea,1,3,A
2008-09,Newcastle,Hull,1,2,A
2008-09,Portsmouth,Middlesbrough,2,1,H
2008-09,West Brom,West Ham,3,2,H
2008-09,Wigan,Sunderland,1,1,D
2008-09,Stoke,Everton,2,3,A
2008-09,Tottenham,Aston Villa,1,2,A
2008-09,Blackburn,Fulham,1,0,H
2008-09,Bolton,Arsenal,1,3,A
2008-09,Liverpool,Stoke,0,0,D
2008-09,Sunderland,Middlesbrough,2,0,H
2008-09,West Ham,Newcastle,3,1,H
2008-09,Chelsea,Man United,1,1,D
2008-09,Hull,Everton,2,2,D
2008-09,Man City,Portsmouth,6,0,H
2008-09,Tottenham,Wigan,0,0,D
2008-09,West Brom,Aston Villa,1,2,A
2008-09,Arsenal,Hull,1,2,A
2008-09,Aston Villa,Sunderland,2,1,H
2008-09,Everton,Liverpool,0,2,A
2008-09,Fulham,West Ham,1,2,A
2008-09,Man United,Bolton,2,0,H
2008-09,Middlesbrough,West Brom,0,1,A
2008-09,Newcastle,Blackburn,1,2,A
2008-09,Stoke,Chelsea,0,2,A
2008-09,Portsmouth,Tottenham,2,0,H
2008-09,Wigan,Man City,2,1,H
2008-09,Blackburn,Man United,0,2,A
2008-09,Sunderland,Arsenal,1,1,D
2008-09,West Brom,Fulham,1,0,H
2008-09,Wigan,Middlesbrough,0,1,A
2008-09,Chelsea,Aston Villa,2,0,H
2008-09,Everton,Newcastle,2,2,D
2008-09,Man City,Liverpool,2,3,A
2008-09,Portsmouth,Stoke,2,1,H
2008-09,Tottenham,Hull,0,1,A
2008-09,West Ham,Bolton,1,3,A
2008-09,Arsenal,Everton,3,1,H
2008-09,Aston Villa,Portsmouth,0,0,D
2008-09,Bolton,Blackburn,0,0,D
2008-09,Fulham,Sunderland,0,0,D
2008-09,Liverpool,Wigan,3,2,H
2008-09,Man United,West Brom,4,0,H
2008-09,Middlesbrough,Chelsea,0,5,A
2008-09,Hull,West Ham,1,0,H
2008-09,Stoke,Tottenham,2,1,H
2008-09,Newcastle,Man City,2,2,D
2008-09,Blackburn,Middlesbrough,1,1,D
2008-09,Everton,Man United,1,1,D
2008-09,Sunderland,Newcastle,2,1,H
2008-09,West Brom,Hull,0,3,A
2008-09,Chelsea,Liverpool,0,1,A
2008-09,Man City,Stoke,3,0,H
2008-09,Portsmouth,Fulham,1,1,D
2008-09,Tottenham,Bolton,2,0,H
2008-09,West Ham,Arsenal,0,2,A
2008-09,Wigan,Aston Villa,0,4,A
2008-09,Newcastle,West Brom,2,1,H
2008-09,Arsenal,Tottenham,4,4,D
2008-09,Aston Villa,Blackburn,3,2,H
2008-09,Bolton,Everton,0,1,A
2008-09,Fulham,Wigan,2,0,H
2008-09,Hull,Chelsea,0,3,A
2008-09,Liverpool,Portsmouth,1,0,H
2008-09,Man United,West Ham,2,0,H
2008-09,Middlesbrough,Man City,2,0,H
2008-09,Stoke,Sunderland,1,0,H
2008-09,Chelsea,Sunderland,5,0,H
2008-09,Everton,Fulham,1,0,H
2008-09,Man United,Hull,4,3,H
2008-09,Middlesbrough,West Ham,1,1,D
2008-09,Portsmouth,Wigan,1,2,A
2008-09,Stoke,Arsenal,2,1,H
2008-09,Tottenham,Liverpool,2,1,H
2008-09,West Brom,Blackburn,2,2,D
2008-09,Bolton,Man City,2,0,H
2008-09,Newcastle,Aston Villa,2,0,H
2008-09,Arsenal,Man United,2,1,H
2008-09,Hull,Bolton,0,1,A
2008-09,Liverpool,West Brom,3,0,H
2008-09,Sunderland,Portsmouth,1,2,A
2008-09,West Ham,Everton,1,3,A
2008-09,Wigan,Stoke,0,0,D
2008-09,Aston Villa,Middlesbrough,1,2,A
2008-09,Blackburn,Chelsea,0,2,A
2008-09,Fulham,Newcastle,2,1,H
2008-09,Man City,Tottenham,1,2,A
2008-09,Arsenal,Aston Villa,0,2,A
2008-09,Blackburn,Sunderland,1,2,A
2008-09,Bolton,Liverpool,0,2,A
2008-09,Fulham,Tottenham,2,1,H
2008-09,Man United,Stoke,5,0,H
2008-09,Newcastle,Wigan,2,2,D
2008-09,West Brom,Chelsea,0,3,A
2008-09,West Ham,Portsmouth,0,0,D
2008-09,Everton,Middlesbrough,1,1,D
2008-09,Hull,Man City,2,2,D
2008-09,Aston Villa,Man United,0,0,D
2008-09,Chelsea,Newcastle,0,0,D
2008-09,Liverpool,Fulham,0,0,D
2008-09,Man City,Arsenal,3,0,H
2008-09,Middlesbrough,Bolton,1,3,A
2008-09,Portsmouth,Hull,2,2,D
2008-09,Stoke,West Brom,1,0,H
2008-09,Sunderland,West Ham,0,1,A
2008-09,Tottenham,Blackburn,1,0,H
2008-09,Wigan,Everton,1,0,H
2008-09,Aston Villa,Fulham,0,0,D
2008-09,Middlesbrough,Newcastle,0,0,D
2008-09,Stoke,Hull,1,1,D
2008-09,Sunderland,Bolton,1,4,A
2008-09,Wigan,West Brom,2,1,H
2008-09,Chelsea,Arsenal,1,2,A
2008-09,Man City,Man United,0,1,A
2008-09,Portsmouth,Blackburn,3,2,H
2008-09,Tottenham,Everton,0,1,A
2008-09,Liverpool,West Ham,0,0,D
2008-09,Arsenal,Wigan,1,0,H
2008-09,Blackburn,Liverpool,1,3,A
2008-09,Bolton,Chelsea,0,2,A
2008-09,Fulham,Man City,1,1,D
2008-09,Hull,Middlesbrough,2,1,H
2008-09,Man United,Sunderland,1,0,H
2008-09,Newcastle,Stoke,2,2,D
2008-09,Everton,Aston Villa,2,3,A
2008-09,West Brom,Portsmouth,1,1,D
2008-09,West Ham,Tottenham,0,2,A
2008-09,Aston Villa,Bolton,4,2,H
2008-09,Liverpool,Hull,2,2,D
2008-09,Man City,Everton,0,1,A
2008-09,Middlesbrough,Arsenal,1,1,D
2008-09,Stoke,Fulham,0,0,D
2008-09,Sunderland,West Brom,4,0,H
2008-09,Tottenham,Man United,0,0,D
2008-09,Wigan,Blackburn,3,0,H
2008-09,Chelsea,West Ham,1,1,D
2008-09,Portsmouth,Newcastle,0,3,A
2008-09,Blackburn,Stoke,3,0,H
2008-09,Bolton,Portsmouth,2,1,H
2008-09,Fulham,Middlesbrough,3,0,H
2008-09,Hull,Sunderland,1,4,A
2008-09,West Ham,Aston Villa,0,1,A
2008-09,Arsenal,Liverpool,1,1,D
2008-09,Newcastle,Tottenham,2,1,H
2008-09,West Brom,Man City,2,1,H
2008-09,Everton,Chelsea,0,0,D
2008-09,Aston Villa,Arsenal,2,2,D
2008-09,Chelsea,West Brom,2,0,H
2008-09,Liverpool,Bolton,3,0,H
2008-09,Man City,Hull,5,1,H
2008-09,Middlesbrough,Everton,0,1,A
2008-09,Portsmouth,West Ham,1,4,A
2008-09,Stoke,Man United,0,1,A
2008-09,Sunderland,Blackburn,0,0,D
2008-09,Tottenham,Fulham,0,0,D
2008-09,Wigan,Newcastle,2,1,H
2008-09,Arsenal,Portsmouth,1,0,H
2008-09,Blackburn,Man City,2,2,D
2008-09,Bolton,Wigan,0,1,A
2008-09,Everton,Sunderland,3,0,H
2008-09,Fulham,Chelsea,2,2,D
2008-09,Newcastle,Liverpool,1,5,A
2008-09,West Brom,Tottenham,2,0,H
2008-09,West Ham,Stoke,2,1,H
2008-09,Man United,Middlesbrough,1,0,H
2008-09,Hull,Aston Villa,0,1,A
2008-09,Arsenal,Bolton,1,0,H
2008-09,Aston Villa,West Brom,2,1,H
2008-09,Everton,Hull,2,0,H
2008-09,Middlesbrough,Sunderland,1,1,D
2008-09,Newcastle,West Ham,2,2,D
2008-09,Stoke,Liverpool,0,0,D
2008-09,Man United,Chelsea,3,0,H
2008-09,Wigan,Tottenham,1,0,H
2008-09,Man United,Wigan,1,0,H
2008-09,Blackburn,Newcastle,3,0,H
2008-09,Bolton,Man United,0,1,A
2008-09,Chelsea,Stoke,2,1,H
2008-09,Hull,Arsenal,1,3,A
2008-09,Man City,Wigan,1,0,H
2008-09,Sunderland,Aston Villa,1,2,A
2008-09,West Brom,Middlesbrough,3,0,H
2008-09,Tottenham,Portsmouth,1,1,D
2008-09,West Ham,Fulham,3,1,H
2008-09,Liverpool,Everton,1,1,D
2008-09,Portsmouth,Aston Villa,0,1,A
2008-09,Sunderland,Fulham,1,0,H
2008-09,Tottenham,Stoke,3,1,H
2008-09,West Brom,Man United,0,5,A
2008-09,Blackburn,Bolton,2,2,D
2008-09,Chelsea,Middlesbrough,2,0,H
2008-09,Everton,Arsenal,1,1,D
2008-09,Man City,Newcastle,2,1,H
2008-09,West Ham,Hull,2,0,H
2008-09,Wigan,Liverpool,1,1,D
2008-09,Arsenal,West Ham,0,0,D
2008-09,Aston Villa,Wigan,0,0,D
2008-09,Bolton,Tottenham,3,2,H
2008-09,Fulham,Portsmouth,3,1,H
2008-09,Hull,West Brom,2,2,D
2008-09,Man United,Everton,1,0,H
2008-09,Middlesbrough,Blackburn,0,0,D
2008-09,Stoke,Man City,1,0,H
2008-09,Liverpool,Chelsea,2,0,H
2008-09,Newcastle,Sunderland,1,1,D
2008-09,Blackburn,Aston Villa,0,2,A
2008-09,Chelsea,Hull,0,0,D
2008-09,Everton,Bolton,3,0,H
2008-09,Man City,Middlesbrough,1,0,H
2008-09,Portsmouth,Liverpool,2,3,A
2008-09,Sunderland,Stoke,2,0,H
2008-09,West Brom,Newcastle,2,3,A
2008-09,Wigan,Fulham,0,0,D
2008-09,Tottenham,Arsenal,0,0,D
2008-09,West Ham,Man United,0,1,A
2008-09,Portsmouth,Man City,2,0,H
2008-09,Man United,Fulham,3,0,H
2008-09,Arsenal,Sunderland,0,0,D
2008-09,Aston Villa,Chelsea,0,1,A
2008-09,Bolton,West Ham,2,1,H
2008-09,Man United,Blackburn,2,1,H
2008-09,Middlesbrough,Wigan,0,0,D
2008-09,Stoke,Portsmouth,2,2,D
2008-09,Fulham,West Brom,2,0,H
2008-09,Liverpool,Man City,1,1,D
2008-09,Newcastle,Everton,0,0,D
2008-09,Hull,Tottenham,1,2,A
2008-09,Arsenal,Fulham,0,0,D
2008-09,Chelsea,Wigan,2,1,H
2008-09,Everton,West Brom,2,0,H
2008-09,Middlesbrough,Liverpool,2,0,H
2008-09,Aston Villa,Stoke,2,2,D
2008-09,Bolton,Newcastle,1,0,H
2008-09,Hull,Blackburn,1,2,A
2008-09,West Ham,Man City,1,0,H
2008-09,Liverpool,Sunderland,2,0,H
2008-09,Portsmouth,Chelsea,0,1,A
2008-09,West Brom,Arsenal,1,3,A
2008-09,Blackburn,Everton,0,0,D
2008-09,Fulham,Hull,0,1,A
2008-09,Man City,Aston Villa,2,0,H
2008-09,Newcastle,Man United,1,2,A
2008-09,Stoke,Bolton,2,0,H
2008-09,Tottenham,Middlesbrough,4,0,H
2008-09,Wigan,West Ham,0,1,A
2008-09,Sunderland,Tottenham,1,1,D
2008-09,Fulham,Blackburn,1,2,A
2008-09,Arsenal,Blackburn,4,0,H
2008-09,Bolton,Fulham,1,3,A
2008-09,Everton,Stoke,3,1,H
2008-09,Hull,Newcastle,1,1,D
2008-09,Man United,Liverpool,1,4,A
2008-09,Middlesbrough,Portsmouth,1,1,D
2008-09,Sunderland,Wigan,1,2,A
2008-09,Aston Villa,Tottenham,1,2,A
2008-09,Chelsea,Man City,1,0,H
2008-09,West Ham,West Brom,0,0,D
2008-09,Blackburn,West Ham,1,1,D
2008-09,Fulham,Man United,2,0,H
2008-09,Newcastle,Arsenal,1,3,A
2008-09,Portsmouth,Everton,2,1,H
2008-09,Stoke,Middlesbrough,1,0,H
2008-09,Tottenham,Chelsea,1,0,H
2008-09,West Brom,Bolton,1,1,D
2008-09,Liverpool,Aston Villa,5,0,H
2008-09,Man City,Sunderland,1,0,H
2008-09,Wigan,Hull,1,0,H
2008-09,Arsenal,Man City,2,0,H
2008-09,Blackburn,Tottenham,2,1,H
2008-09,Bolton,Middlesbrough,4,1,H
2008-09,Fulham,Liverpool,0,1,A
2008-09,Hull,Portsmouth,0,0,D
2008-09,Newcastle,Chelsea,0,2,A
2008-09,West Brom,Stoke,0,2,A
2008-09,West Ham,Sunderland,2,0,H
2008-09,Everton,Wigan,4,0,H
2008-09,Man United,Aston Villa,3,2,H
2008-09,Chelsea,Bolton,4,3,H
2008-09,Liverpool,Blackburn,4,0,H
2008-09,Middlesbrough,Hull,3,1,H
2008-09,Portsmouth,West Brom,2,2,D
2008-09,Stoke,Newcastle,1,1,D
2008-09,Sunderland,Man United,1,2,A
2008-09,Tottenham,West Ham,1,0,H
2008-09,Wigan,Arsenal,1,4,A
2008-09,Aston Villa,Everton,3,3,D
2008-09,Man City,Fulham,1,3,A
2008-09,Aston Villa,West Ham,1,1,D
2008-09,Middlesbrough,Fulham,0,0,D
2008-09,Portsmouth,Bolton,1,0,H
2008-09,Stoke,Blackburn,1,0,H
2008-09,Sunderland,Hull,1,0,H
2008-09,Man City,West Brom,4,2,H
2008-09,Tottenham,Newcastle,1,0,H
2008-09,Liverpool,Arsenal,4,4,D
2008-09,Chelsea,Everton,0,0,D
2008-09,Man United,Portsmouth,2,0,H
2008-09,Bolton,Aston Villa,1,1,D
2008-09,Everton,Man City,1,2,A
2008-09,Fulham,Stoke,1,0,H
2008-09,Hull,Liverpool,1,3,A
2008-09,Man United,Tottenham,5,2,H
2008-09,West Brom,Sunderland,3,0,H
2008-09,West Ham,Chelsea,0,1,A
2008-09,Arsenal,Middlesbrough,2,0,H
2008-09,Blackburn,Wigan,2,0,H
2008-09,Newcastle,Portsmouth,0,0,D
2008-09,Chelsea,Fulham,3,1,H
2008-09,Man City,Blackburn,3,1,H
2008-09,Middlesbrough,Man United,0,2,A
2008-09,Portsmouth,Arsenal,0,3,A
2008-09,Stoke,West Ham,0,1,A
2008-09,Tottenham,West Brom,1,0,H
2008-09,Wigan,Bolton,0,0,D
2008-09,Liverpool,Newcastle,3,0,H
2008-09,Sunderland,Everton,0,2,A
2008-09,Aston Villa,Hull,1,0,H
2008-09,Blackburn,Portsmouth,2,0,H
2008-09,Bolton,Sunderland,0,0,D
2008-09,Everton,Tottenham,0,0,D
2008-09,Fulham,Aston Villa,3,1,H
2008-09,Hull,Stoke,1,2,A
2008-09,West Brom,Wigan,3,1,H
2008-09,West Ham,Liverpool,0,3,A
2008-09,Arsenal,Chelsea,1,4,A
2008-09,Man United,Man City,2,0,H
2008-09,Newcastle,Middlesbrough,3,1,H
2008-09,Wigan,Man United,1,2,A
2008-09,Bolton,Hull,1,1,D
2008-09,Everton,West Ham,3,1,H
2008-09,Man United,Arsenal,0,0,D
2008-09,Middlesbrough,Aston Villa,1,1,D
2008-09,Newcastle,Fulham,0,1,A
2008-09,Stoke,Wigan,2,0,H
2008-09,Tottenham,Man City,2,1,H
2008-09,Chelsea,Blackburn,2,0,H
2008-09,West Brom,Liverpool,0,2,A
2008-09,Portsmouth,Sunderland,3,1,H
2008-09,Arsenal,Stoke,4,1,H
2008-09,Aston Villa,Newcastle,1,0,H
2008-09,Blackburn,West Brom,0,0,D
2008-09,Fulham,Everton,0,2,A
2008-09,Hull,Man United,0,1,A
2008-09,Liverpool,Tottenham,3,1,H
2008-09,Man City,Bolton,1,0,H
2008-09,Sunderland,Chelsea,2,3,A
2008-09,West Ham,Middlesbrough,2,1,H
2008-09,Wigan,Portsmouth,1,0,H
2009-10,Aston Villa,Wigan,0,2,A
2009-10,Blackburn,Man City,0,2,A
2009-10,Bolton,Sunderland,0,1,A
2009-10,Chelsea,Hull,2,1,H
2009-10,Everton,Arsenal,1,6,A
2009-10,Portsmouth,Fulham,0,1,A
2009-10,Stoke,Burnley,2,0,H
2009-10,Wolves,West Ham,0,2,A
2009-10,Man United,Birmingham,1,0,H
2009-10,Tottenham,Liverpool,2,1,H
2009-10,Sunderland,Chelsea,1,3,A
2009-10,Wigan,Wolves,0,1,A
2009-10,Birmingham,Portsmouth,1,0,H
2009-10,Burnley,Man United,1,0,H
2009-10,Hull,Tottenham,1,5,A
2009-10,Liverpool,Stoke,4,0,H
2009-10,Arsenal,Portsmouth,4,1,H
2009-10,Birmingham,Stoke,0,0,D
2009-10,Hull,Bolton,1,0,H
2009-10,Man City,Wolves,1,0,H
2009-10,Sunderland,Blackburn,2,1,H
2009-10,Wigan,Man United,0,5,A
2009-10,Burnley,Everton,1,0,H
2009-10,Fulham,Chelsea,0,2,A
2009-10,West Ham,Tottenham,1,2,A
2009-10,Liverpool,Aston Villa,1,3,A
2009-10,Blackburn,West Ham,0,0,D
2009-10,Bolton,Liverpool,2,3,A
2009-10,Chelsea,Burnley,3,0,H
2009-10,Man United,Arsenal,2,1,H
2009-10,Stoke,Sunderland,1,0,H
2009-10,Tottenham,Birmingham,2,1,H
2009-10,Wolves,Hull,1,1,D
2009-10,Aston Villa,Fulham,2,0,H
2009-10,Everton,Wigan,2,1,H
2009-10,Portsmouth,Man City,0,1,A
2009-10,Blackburn,Wolves,3,1,H
2009-10,Liverpool,Burnley,4,0,H
2009-10,Man City,Arsenal,4,2,H
2009-10,Portsmouth,Bolton,2,3,A
2009-10,Stoke,Chelsea,1,2,A
2009-10,Sunderland,Hull,4,1,H
2009-10,Tottenham,Man United,1,3,A
2009-10,Wigan,West Ham,1,0,H
2009-10,Birmingham,Aston Villa,0,1,A
2009-10,Fulham,Everton,2,1,H
2009-10,Arsenal,Wigan,4,0,H
2009-10,Aston Villa,Portsmouth,2,0,H
2009-10,Bolton,Stoke,1,1,D
2009-10,Burnley,Sunderland,3,1,H
2009-10,Hull,Birmingham,0,1,A
2009-10,West Ham,Liverpool,2,3,A
2009-10,Chelsea,Tottenham,3,0,H
2009-10,Everton,Blackburn,3,0,H
2009-10,Man United,Man City,4,3,H
2009-10,Wolves,Fulham,2,1,H
2009-10,Birmingham,Bolton,1,2,A
2009-10,Blackburn,Aston Villa,2,1,H
2009-10,Fulham,Arsenal,0,1,A
2009-10,Liverpool,Hull,6,1,H
2009-10,Portsmouth,Everton,0,1,A
2009-10,Stoke,Man United,0,2,A
2009-10,Tottenham,Burnley,5,0,H
2009-10,Wigan,Chelsea,3,1,H
2009-10,Sunderland,Wolves,5,2,H
2009-10,Man City,West Ham,3,1,H
2009-10,Bolton,Tottenham,2,2,D
2009-10,Burnley,Birmingham,2,1,H
2009-10,Hull,Wigan,2,1,H
2009-10,Man United,Sunderland,2,2,D
2009-10,Wolves,Portsmouth,0,1,A
2009-10,Arsenal,Blackburn,6,2,H
2009-10,Chelsea,Liverpool,2,0,H
2009-10,Everton,Stoke,1,1,D
2009-10,West Ham,Fulham,2,2,D
2009-10,Aston Villa,Man City,1,1,D
2009-10,Arsenal,Birmingham,3,1,H
2009-10,Aston Villa,Chelsea,2,1,H
2009-10,Everton,Wolves,1,1,D
2009-10,Man United,Bolton,2,1,H
2009-10,Portsmouth,Tottenham,1,2,A
2009-10,Stoke,West Ham,2,1,H
2009-10,Sunderland,Liverpool,1,0,H
2009-10,Blackburn,Burnley,3,2,H
2009-10,Wigan,Man City,1,1,D
2009-10,Fulham,Hull,2,0,H
2009-10,Birmingham,Sunderland,2,1,H
2009-10,Burnley,Wigan,1,3,A
2009-10,Chelsea,Blackburn,5,0,H
2009-10,Hull,Portsmouth,0,0,D
2009-10,Tottenham,Stoke,0,1,A
2009-10,Wolves,Aston Villa,1,1,D
2009-10,Bolton,Everton,3,2,H
2009-10,Liverpool,Man United,2,0,H
2009-10,Man City,Fulham,2,2,D
2009-10,West Ham,Arsenal,2,2,D
2009-10,Arsenal,Tottenham,3,0,H
2009-10,Bolton,Chelsea,0,4,A
2009-10,Burnley,Hull,2,0,H
2009-10,Everton,Aston Villa,1,1,D
2009-10,Fulham,Liverpool,3,1,H
2009-10,Man United,Blackburn,2,0,H
2009-10,Portsmouth,Wigan,4,0,H
2009-10,Stoke,Wolves,2,2,D
2009-10,Sunderland,West Ham,2,2,D
2009-10,Birmingham,Man City,0,0,D
2009-10,West Ham,Aston Villa,2,1,H
2009-10,Aston Villa,Bolton,5,1,H
2009-10,Blackburn,Portsmouth,3,1,H
2009-10,Man City,Burnley,3,3,D
2009-10,Tottenham,Sunderland,2,0,H
2009-10,Wolves,Arsenal,1,4,A
2009-10,Chelsea,Man United,1,0,H
2009-10,Hull,Stoke,2,1,H
2009-10,West Ham,Everton,1,2,A
2009-10,Wigan,Fulham,1,1,D
2009-10,Liverpool,Birmingham,2,2,D
2009-10,Birmingham,Fulham,1,0,H
2009-10,Burnley,Aston Villa,1,1,D
2009-10,Chelsea,Wolves,4,0,H
2009-10,Hull,West Ham,3,3,D
2009-10,Liverpool,Man City,2,2,D
2009-10,Man United,Everton,3,0,H
2009-10,Sunderland,Arsenal,1,0,H
2009-10,Bolton,Blackburn,0,2,A
2009-10,Stoke,Portsmouth,1,0,H
2009-10,Tottenham,Wigan,9,1,H
2009-10,Fulham,Blackburn,3,0,H
2009-10,Hull,Everton,3,2,H
2009-10,Aston Villa,Tottenham,1,1,D
2009-10,Blackburn,Stoke,0,0,D
2009-10,Fulham,Bolton,1,1,D
2009-10,Man City,Hull,1,1,D
2009-10,Portsmouth,Man United,1,4,A
2009-10,West Ham,Burnley,5,3,H
2009-10,Wigan,Sunderland,1,0,H
2009-10,Arsenal,Chelsea,0,3,A
2009-10,Everton,Liverpool,0,2,A
2009-10,Wolves,Birmingham,0,1,A
2009-10,Arsenal,Stoke,2,0,H
2009-10,Aston Villa,Hull,3,0,H
2009-10,Blackburn,Liverpool,0,0,D
2009-10,Man City,Chelsea,2,1,H
2009-10,Portsmouth,Burnley,2,0,H
2009-10,West Ham,Man United,0,4,A
2009-10,Wigan,Birmingham,2,3,A
2009-10,Wolves,Bolton,2,1,H
2009-10,Everton,Tottenham,2,2,D
2009-10,Fulham,Sunderland,1,0,H
2009-10,Birmingham,West Ham,1,0,H
2009-10,Bolton,Man City,3,3,D
2009-10,Burnley,Fulham,1,1,D
2009-10,Chelsea,Everton,3,3,D
2009-10,Hull,Blackburn,0,0,D
2009-10,Man United,Aston Villa,0,1,A
2009-10,Stoke,Wigan,2,2,D
2009-10,Sunderland,Portsmouth,1,1,D
2009-10,Tottenham,Wolves,0,1,A
2009-10,Liverpool,Arsenal,1,2,A
2009-10,Birmingham,Blackburn,2,1,H
2009-10,Bolton,West Ham,3,1,H
2009-10,Man United,Wolves,3,0,H
2009-10,Sunderland,Aston Villa,0,2,A
2009-10,Burnley,Arsenal,1,1,D
2009-10,Chelsea,Portsmouth,2,1,H
2009-10,Liverpool,Wigan,2,1,H
2009-10,Tottenham,Man City,3,0,H
2009-10,Arsenal,Hull,3,0,H
2009-10,Aston Villa,Stoke,1,0,H
2009-10,Blackburn,Tottenham,0,2,A
2009-10,Fulham,Man United,3,0,H
2009-10,Man City,Sunderland,4,3,H
2009-10,Portsmouth,Liverpool,2,0,H
2009-10,Everton,Birmingham,1,1,D
2009-10,West Ham,Chelsea,1,1,D
2009-10,Wolves,Burnley,2,0,H
2009-10,Birmingham,Chelsea,0,0,D
2009-10,Burnley,Bolton,1,1,D
2009-10,Fulham,Tottenham,0,0,D
2009-10,Liverpool,Wolves,2,0,H
2009-10,Man City,Stoke,2,0,H
2009-10,Sunderland,Everton,1,1,D
2009-10,West Ham,Portsmouth,2,0,H
2009-10,Wigan,Blackburn,1,1,D
2009-10,Arsenal,Aston Villa,3,0,H
2009-10,Hull,Man United,1,3,A
2009-10,Blackburn,Sunderland,2,2,D
2009-10,Chelsea,Fulham,2,1,H
2009-10,Everton,Burnley,2,0,H
2009-10,Stoke,Birmingham,0,1,A
2009-10,Tottenham,West Ham,2,0,H
2009-10,Wolves,Man City,0,3,A
2009-10,Aston Villa,Liverpool,0,1,A
2009-10,Bolton,Hull,2,2,D
2009-10,Man United,Wigan,5,0,H
2009-10,Portsmouth,Arsenal,1,4,A
2009-10,Stoke,Fulham,3,2,H
2009-10,Arsenal,Everton,2,2,D
2009-10,Birmingham,Man United,1,1,D
2009-10,Man City,Blackburn,4,1,H
2009-10,Chelsea,Sunderland,7,2,H
2009-10,Everton,Man City,2,0,H
2009-10,Man United,Burnley,3,0,H
2009-10,Stoke,Liverpool,1,1,D
